hotel_id,hotel_name,hotel_url,locality_id,review_count,TA_rating,TA_rank,hotel_features
99447,La Quinta Inn & Suites New York City Central Park,https://www.tripadvisor.com/Hotel_Review-g60763-d99447-Reviews-La_Quinta_Inn_Suites_New_York_City_Central_Park-New_York_City_New_York.html,60763,180,363,3.5,"Free Wifi, Breakfast included"
9608281,Sago Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d9608281-Reviews-Sago_Hotel-New_York_City_New_York.html,60763,71,364,4,"Free Wifi, Restaurant"
113343,Marrakech Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d113343-Reviews-Marrakech_Hotel-New_York_City_New_York.html,60763,1,365,3,Free Wifi
10846086,Four Points by Sheraton Manhattan Midtown West,https://www.tripadvisor.com/Hotel_Review-g60763-d10846086-Reviews-Four_Points_by_Sheraton_Manhattan_Midtown_West-New_York_City_New_York.html,60763,63,366,4.5,"Free Wifi, Restaurant"
1448670,Hotel Mimosa,https://www.tripadvisor.com/Hotel_Review-g60763-d1448670-Reviews-Hotel_Mimosa-New_York_City_New_York.html,60763,22,367,3.5,"Free Wifi, Room Service"
93539,Riverside Tower Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93539-Reviews-Riverside_Tower_Hotel-New_York_City_New_York.html,60763,653,368,3,Free Wifi
1164645,Eurostars Wall Street,https://www.tripadvisor.com/Hotel_Review-g60763-d1164645-Reviews-Eurostars_Wall_Street-New_York_City_New_York.html,60763,279,369,3.5,"Free Wifi, Room Service"
93470,NH New York Jolly Madison Towers,https://www.tripadvisor.com/Hotel_Review-g60763-d93470-Reviews-NH_New_York_Jolly_Madison_Towers-New_York_City_New_York.html,60763,2,370,3.5,Bar/Lounge
99357,Mayfair Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99357-Reviews-Mayfair_Hotel-New_York_City_New_York.html,60763,903,371,3.5,"Free Wifi, Restaurant"
112066,W New York,https://www.tripadvisor.com/Hotel_Review-g60763-d112066-Reviews-W_New_York-New_York_City_New_York.html,60763,4,372,3.5,"Pool, Restaurant"
75711,The Gallivant Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d75711-Reviews-The_Gallivant_Times_Square-New_York_City_New_York.html,60763,1,373,3.5,"Free Wifi, Restaurant"
11236004,Doubletree by Hilton New York Times Square West,https://www.tripadvisor.com/Hotel_Review-g60763-d11236004-Reviews-Doubletree_by_Hilton_New_York_Times_Square_West-New_York_City_New_York.html,60763,477,374,3.5,"Free Wifi, Restaurant"
80081,Chelsea Inn - 17th Street,https://www.tripadvisor.com/Hotel_Review-g60763-d80081-Reviews-Chelsea_Inn_17th_Street-New_York_City_New_York.html,60763,129,375,3,Free Wifi
7595213,Four Points by Sheraton New York Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d7595213-Reviews-Four_Points_by_Sheraton_New_York_Downtown-New_York_City_New_York.html,60763,207,376,4,"Free Wifi, Restaurant"
235228,Magnuson Convention Center Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d235228-Reviews-Magnuson_Convention_Center_Hotel-New_York_City_New_York.html,60763,790,377,3.5,"Free Wifi, Breakfast included"
142114,Days Inn Hotel New York City-Broadway,https://www.tripadvisor.com/Hotel_Review-g60763-d142114-Reviews-Days_Inn_Hotel_New_York_City_Broadway-New_York_City_New_York.html,60763,1,378,3,"Room Service, Free Internet"
12076837,Hotel Henri,https://www.tripadvisor.com/Hotel_Review-g60763-d12076837-Reviews-Hotel_Henri-New_York_City_New_York.html,60763,2,379,3.5,"Free Wifi, Room Service"
1155229,Royal Park Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1155229-Reviews-Royal_Park_Hotel-New_York_City_New_York.html,60763,634,380,3,Free Wifi
122007,Manhattan Broadway Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d122007-Reviews-Manhattan_Broadway_Hotel-New_York_City_New_York.html,60763,677,381,2.5,
93581,The Inn at Irving Place,https://www.tripadvisor.com/Hotel_Review-g60763-d93581-Reviews-The_Inn_at_Irving_Place-New_York_City_New_York.html,60763,90,383,4,"Free Wifi, Breakfast included"
93357,Park Savoy,https://www.tripadvisor.com/Hotel_Review-g60763-d93357-Reviews-Park_Savoy-New_York_City_New_York.html,60763,635,384,3,
224217,Clarion Hotel Park Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d224217-Reviews-Clarion_Hotel_Park_Avenue-New_York_City_New_York.html,60763,440,385,3.5,"Free Wifi, Breakfast included"
12533513,PUBLIC,https://www.tripadvisor.com/Hotel_Review-g60763-d12533513-Reviews-PUBLIC-New_York_City_New_York.html,60763,34,386,4,"Free Wifi, Restaurant"
12197432,The James New York-NoMad,https://www.tripadvisor.com/Hotel_Review-g60763-d12197432-Reviews-The_James_New_York_NoMad-New_York_City_New_York.html,60763,28,387,3.5,"Free Wifi, Restaurant"
99443,Astor on the Park,https://www.tripadvisor.com/Hotel_Review-g60763-d99443-Reviews-Astor_on_the_Park-New_York_City_New_York.html,60763,1,388,3.5,
10846801,The Whitby Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d10846801-Reviews-The_Whitby_Hotel-New_York_City_New_York.html,60763,22,389,4.5,"Restaurant, Room Service"
8722421,U.S. Pacific Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d8722421-Reviews-U_S_Pacific_Hotel-New_York_City_New_York.html,60763,44,390,2.5,Free Internet
214197,Hotel Pennsylvania New York,https://www.tripadvisor.com/Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania_New_York-New_York_City_New_York.html,60763,4,391,2.5,Bar/Lounge
267182,Windsor Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d267182-Reviews-Windsor_Hotel-New_York_City_New_York.html,60763,246,392,2.5,Free Wifi
6701149,Manhattan West Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d6701149-Reviews-Manhattan_West_Hotel-New_York_City_New_York.html,60763,112,393,3,Free Wifi
267183,World Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d267183-Reviews-World_Hotel-New_York_City_New_York.html,60763,365,394,1.5,Free Internet
208888,Riff Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d208888-Reviews-Riff_Chelsea-New_York_City_New_York.html,60763,225,395,3,Free Wifi
249710,Morningside Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d249710-Reviews-Morningside_Inn-New_York_City_New_York.html,60763,842,396,3,Free Internet
93618,Waldorf Astoria New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93618-Reviews-Waldorf_Astoria_New_York-New_York_City_New_York.html,60763,11,397,4,"Restaurant, Room Service"
3533197,Hyatt Union Square New York,https://www.tripadvisor.com/Hotel_Review-g60763-d3533197-Reviews-Hyatt_Union_Square_New_York-New_York_City_New_York.html,60763,1,398,4.5,"Free Wifi, Restaurant"
3506933,Howard Johnson Manhattan Soho,https://www.tripadvisor.com/Hotel_Review-g60763-d3506933-Reviews-Howard_Johnson_Manhattan_Soho-New_York_City_New_York.html,60763,675,399,4,"Free Wifi, Breakfast included"
122004,Phillips Club,https://www.tripadvisor.com/Hotel_Review-g60763-d122004-Reviews-Phillips_Club-New_York_City_New_York.html,60763,88,400,4.5,"Free Wifi, Pool"
112041,Larchmont Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d112041-Reviews-Larchmont_Hotel-New_York_City_New_York.html,60763,496,401,4,"Free Wifi, Breakfast included"
1146072,Oakwood at 6th Avenue,https://www.tripadvisor.com/Hotel_Review-g60763-d1146072-Reviews-Oakwood_at_6th_Avenue-New_York_City_New_York.html,60763,59,402,4.5,"Free Wifi, Fitness center"
1477775,The MAve Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1477775-Reviews-The_MAve_Hotel-New_York_City_New_York.html,60763,955,403,4,Free Wifi
75698,BEST WESTERN PLUS Seaport Inn Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d75698-Reviews-BEST_WESTERN_PLUS_Seaport_Inn_Downtown-New_York_City_New_York.html,60763,972,404,4,"Free Wifi, Breakfast included"
655870,Lafayette House,https://www.tripadvisor.com/Hotel_Review-g60763-d655870-Reviews-Lafayette_House-New_York_City_New_York.html,60763,47,405,4.5,"Free Wifi, Room Service"
93379,Hotel 17,https://www.tripadvisor.com/Hotel_Review-g60763-d93379-Reviews-Hotel_17-New_York_City_New_York.html,60763,1,406,4,Free Wifi
12199886,Hilton Garden Inn New York Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d12199886-Reviews-Hilton_Garden_Inn_New_York_Times_Square_South-New_York_City_New_York.html,60763,,,,"Free Wifi, Restaurant"
12297961,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d12297961-Reviews-Hilton_Garden_Inn_NYC_Financial_Center_Manhattan_Downtown-New_York_City_New_York.html,60763,,,,"Free Wifi, Restaurant"
1207461,Saint Nicholas Inn,https://www.tripadvisor.com/Hotel_Review-g60763-d1207461-Reviews-Saint_Nicholas_Inn-New_York_City_New_York.html,60763,88,409,4,"Free Wifi, Breakfast included"
10751680,Hotel Richland New York,https://www.tripadvisor.com/Hotel_Review-g60763-d10751680-Reviews-Hotel_Richland_New_York-New_York_City_New_York.html,60763,31,410,4.5,Free Wifi
11998087,Embassy Suites by Hilton New York Midtown Manhattan,https://www.tripadvisor.com/Hotel_Review-g60763-d11998087-Reviews-Embassy_Suites_by_Hilton_New_York_Midtown_Manhattan-New_York_City_New_York.html,60763,,,,"Free Wifi, Breakfast included"
12301470,Moxy NYC Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d12301470-Reviews-Moxy_NYC_Times_Square-New_York_City_New_York.html,60763,,,,"Free Wifi, Restaurant"
93418,Bristol Plaza,https://www.tripadvisor.com/Hotel_Review-g60763-d93418-Reviews-Bristol_Plaza-New_York_City_New_York.html,60763,7,413,5,"Free Wifi, Pool"
1165409,Hotel Delmonico,https://www.tripadvisor.com/Hotel_Review-g60763-d1165409-Reviews-Hotel_Delmonico-New_York_City_New_York.html,60763,1,414,5,"Restaurant, Room Service"
12708178,U Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d12708178-Reviews-U_Hotel-New_York_City_New_York.html,60763,1,415,5,
1164614,Third Ave House,https://www.tripadvisor.com/Hotel_Review-g60763-d1164614-Reviews-Third_Ave_House-New_York_City_New_York.html,60763,4,416,3.5,
1147661,National at Park Towers,https://www.tripadvisor.com/Hotel_Review-g60763-d1147661-Reviews-National_at_Park_Towers-New_York_City_New_York.html,60763,2,417,3,
7196011,Comfort Inn Sunset Park / Park Slope,https://www.tripadvisor.com/Hotel_Review-g60763-d7196011-Reviews-Comfort_Inn_Sunset_Park_Park_Slope-New_York_City_New_York.html,60763,35,418,4,"Free Parking, Free Internet"
11854022,Crowne Plaza HY36 Midtown Manhattan,https://www.tripadvisor.com/Hotel_Review-g60763-d11854022-Reviews-Crowne_Plaza_HY36_Midtown_Manhattan-New_York_City_New_York.html,60763,,,,"Free Wifi, Restaurant"
8530894,Hotel Cliff,https://www.tripadvisor.com/Hotel_Review-g60763-d8530894-Reviews-Hotel_Cliff-New_York_City_New_York.html,60763,9,420,2.5,"Free Wifi, Free Parking"
1175436,Hotel Olcott,https://www.tripadvisor.com/Hotel_Review-g60763-d1175436-Reviews-Hotel_Olcott-New_York_City_New_York.html,60763,3,421,4,Room Service
121985,Downtown Athletic Center,https://www.tripadvisor.com/Hotel_Review-g60763-d121985-Reviews-Downtown_Athletic_Center-New_York_City_New_York.html,60763,3,422,4.5,
7316142,Courtyard,https://www.tripadvisor.com/Hotel_Review-g60763-d7316142-Reviews-Courtyard-New_York_City_New_York.html,60763,3,423,4,
235236,Oakwood Cosmopolitan,https://www.tripadvisor.com/Hotel_Review-g60763-d235236-Reviews-Oakwood_Cosmopolitan-New_York_City_New_York.html,60763,1,424,4,
1199940,East Bridge,https://www.tripadvisor.com/Hotel_Review-g60763-d1199940-Reviews-East_Bridge-New_York_City_New_York.html,60763,1,425,4,Fitness center
616735,The Grant Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d616735-Reviews-The_Grant_Hotel-New_York_City_New_York.html,60763,42,426,3,
651216,Beekman Apartments,https://www.tripadvisor.com/Hotel_Review-g60763-d651216-Reviews-Beekman_Apartments-New_York_City_New_York.html,60763,17,427,3,
254281,"A Hospitality Company, Inc.",https://www.tripadvisor.com/Hotel_Review-g60763-d254281-Reviews-A_Hospitality_Company_Inc-New_York_City_New_York.html,60763,5,428,3,
247982,Oxbridge Apts Gramecy Park,https://www.tripadvisor.com/Hotel_Review-g60763-d247982-Reviews-Oxbridge_Apts_Gramecy_Park-New_York_City_New_York.html,60763,1,429,3,
1529345,Beacon Light Motel,https://www.tripadvisor.com/Hotel_Review-g60763-d1529345-Reviews-Beacon_Light_Motel-New_York_City_New_York.html,60763,1,430,3,
557499,Mount Royal Hotel & Hostel,https://www.tripadvisor.com/Hotel_Review-g60763-d557499-Reviews-Mount_Royal_Hotel_Hostel-New_York_City_New_York.html,60763,64,431,2,Free Internet
320562,YourStay MidTown Apartments,https://www.tripadvisor.com/Hotel_Review-g60763-d320562-Reviews-YourStay_MidTown_Apartments-New_York_City_New_York.html,60763,52,432,3,Fitness center
1547031,Signature Properties,https://www.tripadvisor.com/Hotel_Review-g60763-d1547031-Reviews-Signature_Properties-New_York_City_New_York.html,60763,3,433,2,
1177257,Wall Street District Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1177257-Reviews-Wall_Street_District_Hotel-New_York_City_New_York.html,60763,2,434,2,
93572,The Dorset,https://www.tripadvisor.com/Hotel_Review-g60763-d93572-Reviews-The_Dorset-New_York_City_New_York.html,60763,2,435,2,
1990870,Elk Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1990870-Reviews-Elk_Hotel-New_York_City_New_York.html,60763,4,436,2.5,
284904,Senton Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d284904-Reviews-Senton_Hotel-New_York_City_New_York.html,60763,22,437,1.5,"Free Wifi, Bar/Lounge"
12695463,AC Hotel Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d12695463-Reviews-AC_Hotel_Times_Square-New_York_City_New_York.html,60763,,,,"Restaurant, Bar/Lounge"
224225,Broadway Tower,https://www.tripadvisor.com/Hotel_Review-g60763-d224225-Reviews-Broadway_Tower-New_York_City_New_York.html,60763,,,,
671822,John Street Suites By Aba,https://www.tripadvisor.com/Hotel_Review-g60763-d671822-Reviews-John_Street_Suites_By_Aba-New_York_City_New_York.html,60763,,,,
1203394,Lafayette International Guesthouse,https://www.tripadvisor.com/Hotel_Review-g60763-d1203394-Reviews-Lafayette_International_Guesthouse-New_York_City_New_York.html,60763,,,,
1146129,National at the Metropolis,https://www.tripadvisor.com/Hotel_Review-g60763-d1146129-Reviews-National_at_the_Metropolis-New_York_City_New_York.html,60763,,,,"Restaurant, Room Service"
1146278,Oakwood at West 53rd,https://www.tripadvisor.com/Hotel_Review-g60763-d1146278-Reviews-Oakwood_at_West_53rd-New_York_City_New_York.html,60763,,,,Breakfast included
235235,Oakwood Bridge Tower Place,https://www.tripadvisor.com/Hotel_Review-g60763-d235235-Reviews-Oakwood_Bridge_Tower_Place-New_York_City_New_York.html,60763,,,,
234765,Oakwood Ocean At 1 West Street,https://www.tripadvisor.com/Hotel_Review-g60763-d234765-Reviews-Oakwood_Ocean_At_1_West_Street-New_York_City_New_York.html,60763,,,,"Pool, Fitness center"
234766,Oakwood Sonoma,https://www.tripadvisor.com/Hotel_Review-g60763-d234766-Reviews-Oakwood_Sonoma-New_York_City_New_York.html,60763,,,,"Pool, Room Service"
646442,Signature Suites The Sullivan Suites,https://www.tripadvisor.com/Hotel_Review-g60763-d646442-Reviews-Signature_Suites_The_Sullivan_Suites-New_York_City_New_York.html,60763,,,,Bar/Lounge
80092,Inn New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d80092-Reviews-Inn_New_York_City-New_York_City_New_York.html,60763,279,448,5,"Free Wifi, Breakfast included"
1733337,Sutton Court Hotel Residences,https://www.tripadvisor.com/Hotel_Review-g60763-d1733337-Reviews-Sutton_Court_Hotel_Residences-New_York_City_New_York.html,60763,61,449,4.5,"Free Wifi, Fitness center"
313862,Soho House New York,https://www.tripadvisor.com/Hotel_Review-g60763-d313862-Reviews-Soho_House_New_York-New_York_City_New_York.html,60763,253,450,4.5,"Free Wifi, Pool"
93338,Hotel Beacon,https://www.tripadvisor.com/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html,60763,3,8,4.5,"Free Wifi, Bar/Lounge"
262330,Millennium Hilton New York Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d262330-Reviews-Millennium_Hilton_New_York_Downtown-New_York_City_New_York.html,60763,4,9,4,"Pool, Restaurant"
93462,InterContinental New York Barclay,https://www.tripadvisor.com/Hotel_Review-g60763-d93462-Reviews-InterContinental_New_York_Barclay-New_York_City_New_York.html,60763,996,10,4.5,"Free Wifi, Restaurant"
4799063,Hyatt Centric Times Square New York,https://www.tripadvisor.com/Hotel_Review-g60763-d4799063-Reviews-Hyatt_Centric_Times_Square_New_York-New_York_City_New_York.html,60763,3,11,4.5,"Free Wifi, Restaurant"
112064,Warwick New York,https://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html,60763,4,13,4.5,"Free Wifi, Restaurant"
93486,Millennium Broadway New York Times Square,https://www.tripadvisor.com/Hotel_Review-g60763-d93486-Reviews-Millennium_Broadway_New_York_Times_Square-New_York_City_New_York.html,60763,5,16,4,"Restaurant, Room Service"
518280,Room Mate Grace,https://www.tripadvisor.com/Hotel_Review-g60763-d518280-Reviews-Room_Mate_Grace-New_York_City_New_York.html,60763,932,17,4.5,"Free Wifi, Pool"
224214,The Bryant Park Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,60763,3,19,4.5,"Free Wifi, Restaurant"
126260,Lotte New York Palace,https://www.tripadvisor.com/Hotel_Review-g60763-d126260-Reviews-Lotte_New_York_Palace-New_York_City_New_York.html,60763,3,20,4.5,"Room Service, Bar/Lounge"
93466,Doubletree Hotel Metropolitan - New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d93466-Reviews-Doubletree_Hotel_Metropolitan_New_York_City-New_York_City_New_York.html,60763,4,21,3.5,"Restaurant, Room Service"
93589,The Michelangelo Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93589-Reviews-The_Michelangelo_Hotel-New_York_City_New_York.html,60763,3,27,4.5,"Free Wifi, Room Service"
601762,Blue Moon Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d601762-Reviews-Blue_Moon_Hotel-New_York_City_New_York.html,60763,532,29,4,"Free Wifi, Breakfast included"
93358,Pod 51 Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html,60763,4,30,4,"Free Wifi, Bar/Lounge"
99387,Avalon Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99387-Reviews-Avalon_Hotel-New_York_City_New_York.html,60763,1,61,4.5,"Free Wifi, Fitness center"
122014,"Gild Hall, a Thompson Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d122014-Reviews-Gild_Hall_a_Thompson_Hotel-New_York_City_New_York.html,60763,1,62,4.5,"Free Wifi, Restaurant"
2173604,Dream Downtown,https://www.tripadvisor.com/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html,60763,3,63,4.5,"Free Wifi, Pool"
6407567,Hilton Garden Inn New York - Times Square Central,https://www.tripadvisor.com/Hotel_Review-g60763-d6407567-Reviews-Hilton_Garden_Inn_New_York_Times_Square_Central-New_York_City_New_York.html,60763,1,64,4,"Free Wifi, Restaurant"
93390,Hotel Belleclaire,https://www.tripadvisor.com/Hotel_Review-g60763-d93390-Reviews-Hotel_Belleclaire-New_York_City_New_York.html,60763,3,65,4,"Free Wifi, Fitness center"
93603,"The Pierre, A Taj Hotel, New York",https://www.tripadvisor.com/Hotel_Review-g60763-d93603-Reviews-The_Pierre_A_Taj_Hotel_New_York-New_York_City_New_York.html,60763,1,68,4.5,"Free Wifi, Restaurant"
208452,Conrad New York,https://www.tripadvisor.com/Hotel_Review-g60763-d208452-Reviews-Conrad_New_York-New_York_City_New_York.html,60763,3,69,4.5,"Free Wifi, Restaurant"
3580899,Hampton Inn Manhattan / Downtown - Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial_District-New_York_City_New_York.html,60763,543,71,4,"Free Wifi, Breakfast included"
6201200,The Lex NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d6201200-Reviews-The_Lex_NYC-New_York_City_New_York.html,60763,667,73,4.5,"Free Wifi, Breakfast included"
1149404,Doubletree By Hilton - Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d1149404-Reviews-Doubletree_By_Hilton_Times_Square_South-New_York_City_New_York.html,60763,1,74,4,"Free Wifi, Restaurant"
3344640,Refinery Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d3344640-Reviews-Refinery_Hotel-New_York_City_New_York.html,60763,4,78,4.5,"Free Wifi, Restaurant"
7014966,Holiday Inn Manhattan - Financial District,https://www.tripadvisor.com/Hotel_Review-g60763-d7014966-Reviews-Holiday_Inn_Manhattan_Financial_District-New_York_City_New_York.html,60763,1,79,4,"Free Wifi, Restaurant"
1181739,The Jane,https://www.tripadvisor.com/Hotel_Review-g60763-d1181739-Reviews-The_Jane-New_York_City_New_York.html,60763,1,80,4,"Free Wifi, Restaurant"
113300,Omni Berkshire Place,https://www.tripadvisor.com/Hotel_Review-g60763-d113300-Reviews-Omni_Berkshire_Place-New_York_City_New_York.html,60763,3,81,4.5,"Restaurant, Room Service"
99327,Fitzpatrick Grand Central Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d99327-Reviews-Fitzpatrick_Grand_Central_Hotel-New_York_City_New_York.html,60763,2,82,4.5,"Restaurant, Room Service"
93607,Loews Regency New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93607-Reviews-Loews_Regency_New_York_Hotel-New_York_City_New_York.html,60763,1,85,4.5,"Free Wifi, Restaurant"
4945551,WestHouse Hotel New York,https://www.tripadvisor.com/Hotel_Review-g60763-d4945551-Reviews-WestHouse_Hotel_New_York-New_York_City_New_York.html,60763,1,87,4.5,"Free Wifi, Breakfast included"
93382,Washington Square Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93382-Reviews-Washington_Square_Hotel-New_York_City_New_York.html,60763,1,88,4,"Free Wifi, Breakfast included"
121991,Seton Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html,60763,790,90,4,Free Wifi
93335,The Kimberly Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93335-Reviews-The_Kimberly_Hotel-New_York_City_New_York.html,60763,1,106,4.5,"Restaurant, Room Service"
1186070,"Marriott Vacation Club Pulse, New York City",https://www.tripadvisor.com/Hotel_Review-g60763-d1186070-Reviews-Marriott_Vacation_Club_Pulse_New_York_City-New_York_City_New_York.html,60763,2,108,4.5,"Free Wifi, Restaurant"
93334,Excelsior Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d93334-Reviews-Excelsior_Hotel-New_York_City_New_York.html,60763,2,112,4,"Restaurant, Room Service"
1500405,Hampton Inn Manhattan/Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d1500405-Reviews-Hampton_Inn_Manhattan_Times_Square_South-New_York_City_New_York.html,60763,2,113,4,"Free Wifi, Breakfast included"
93566,The Surrey,https://www.tripadvisor.com/Hotel_Review-g60763-d93566-Reviews-The_Surrey-New_York_City_New_York.html,60763,1,118,4.5,"Free Wifi, Restaurant"
3572583,Holiday Inn Express New York - Manhattan West Side,https://www.tripadvisor.com/Hotel_Review-g60763-d3572583-Reviews-Holiday_Inn_Express_New_York_Manhattan_West_Side-New_York_City_New_York.html,60763,1,181,4,"Free Wifi, Breakfast included"
3236642,Holiday Inn NYC - Lower East Side,https://www.tripadvisor.com/Hotel_Review-g60763-d3236642-Reviews-Holiday_Inn_NYC_Lower_East_Side-New_York_City_New_York.html,60763,708,182,4,"Free Wifi, Restaurant"
80112,San Carlos Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d80112-Reviews-San_Carlos_Hotel-New_York_City_New_York.html,60763,1,183,4.5,"Free Wifi, Breakfast included"
93337,Kitano New York,https://www.tripadvisor.com/Hotel_Review-g60763-d93337-Reviews-Kitano_New_York-New_York_City_New_York.html,60763,1,186,4.5,"Free Wifi, Restaurant"
4972409,The Marlton Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d4972409-Reviews-The_Marlton_Hotel-New_York_City_New_York.html,60763,596,187,4.5,"Free Wifi, Restaurant"
4283443,The High Line Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d4283443-Reviews-The_High_Line_Hotel-New_York_City_New_York.html,60763,616,188,4.5,"Free Wifi, Bar/Lounge"
673080,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d673080-Reviews-Holiday_Inn_NYC_Manhattan_6th_Avenue_Chelsea-New_York_City_New_York.html,60763,1,189,3.5,"Free Wifi, Restaurant"
632551,Hilton Garden Inn New York/Tribeca,https://www.tripadvisor.com/Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html,60763,1,191,4,"Free Wifi, Restaurant"
6727310,The Ludlow New York City,https://www.tripadvisor.com/Hotel_Review-g60763-d6727310-Reviews-The_Ludlow_New_York_City-New_York_City_New_York.html,60763,649,192,4.5,"Free Wifi, Restaurant"
1641016,"The Chatwal, A Luxury Collection Hotel, New York",https://www.tripadvisor.com/Hotel_Review-g60763-d1641016-Reviews-The_Chatwal_A_Luxury_Collection_Hotel_New_York-New_York_City_New_York.html,60763,1,193,4.5,"Free Wifi, Pool"
2643161,The NoMad Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d2643161-Reviews-The_NoMad_Hotel-New_York_City_New_York.html,60763,825,194,4.5,"Free Wifi, Restaurant"
93419,"The Carlyle, A Rosewood Hotel",https://www.tripadvisor.com/Hotel_Review-g60763-d93419-Reviews-The_Carlyle_A_Rosewood_Hotel-New_York_City_New_York.html,60763,781,195,4.5,"Free Wifi, Restaurant"
6510520,Hilton Garden Inn New York/Midtown Park Ave,https://www.tripadvisor.com/Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html,60763,1,196,4.5,"Free Wifi, Bar/Lounge"
2439732,The Out NYC,https://www.tripadvisor.com/Hotel_Review-g60763-d2439732-Reviews-The_Out_NYC-New_York_City_New_York.html,60763,1,198,4,"Free Wifi, Restaurant"
1783324,Sheraton Tribeca New York Hotel,https://www.tripadvisor.com/Hotel_Review-g60763-d1783324-Reviews-Sheraton_Tribeca_New_York_Hotel-New_York_City_New_York.html,60763,1,199,4,"Free Wifi, Restaurant"
641209,Hilton Garden Inn New York/Manhattan-Chelsea,https://www.tripadvisor.com/Hotel_Review-g60763-d641209-Reviews-Hilton_Garden_Inn_New_York_Manhattan_Chelsea-New_York_City_New_York.html,60763,2,200,4,"Free Wifi, Restaurant"
3529145,Holiday Inn Express Manhattan Times Square South,https://www.tripadvisor.com/Hotel_Review-g60763-d3529145-Reviews-Holiday_Inn_Express_Manhattan_Times_Square_South-New_York_City_New_York.html,60763,1,201,4.5,"Free Wifi, Breakfast included"
